链接,标题,评论数,价格,销量,图片链接,品牌,适用年龄,尺码,面料,图案,风格,通勤,领子,衣门襟,颜色分类,袖型,组合形式,货号,成分含量,上市年份/季节,袖长,款式,厚薄,衣长,服装版型
https://item.taobao.com/item.htm?id=601468833098,小虫 婴儿肌触感！日本银丝纯山羊绒圆领条纹针织上衣女秋冬新款,38,548.00 ,161,"https://img.alicdn.com/bao/uploaded/i3/12375520/O1CN01NoYhEq1qeCqC2mvmF_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01xbD15Q1qeCqQowkB0_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01upmRaZ1qeCqC6SLeI_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01NZKrjT1qeCqA85VfR_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01WPTVCb1qeCq2nf6wa_!!12375520.jpg",小虫,30-34周岁,S M L,羊绒,条纹,通勤,简约,低圆领,套头,牛油果绿 现货 藏青条纹 现货 牛油果绿 预售10月15日 藏青条纹 预售10月15日,插肩袖,单件,TE9QMZ260,95%以上,2019年秋季,长袖,套头,常规,常规款,直筒
https://item.taobao.com/item.htm?id=521239248577,小虫纯棉白色t恤女短袖2019新款圆V领丝光棉打底衫休闲上衣夏情侣,1665,148.00 ,160,"//gd3.alicdn.com/imgextra/i4/0/TB1EWYJJVXXXXbhXXXXXXXXXXXX_!!0-item_pic.jpg
//gd1.alicdn.com/imgextra/i1/12375520/O1CN01CLlEMS1qeCpKHn1IT_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01SPSVQ71qeCpMQT94P_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/TB2WlOSo4BmpuFjSZFDXXXD8pXa_!!12375520.jpg
//gd1.alicdn.com/imgextra/i1/12375520/TB2Ob5djpXXXXb8XpXXXXXXXXXX_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN011igCwd1qeCqWZqbRZ_!!0-item_pic.jpg",小虫,30-34周岁,XS S M L XL,棉,纯色,通勤,简约,,,,常规,,TE5XTX025,51%(含)-70%(含),2019年夏季,短袖,,,常规款,修身
https://item.taobao.com/item.htm?id=601749546646,小虫 up联名系列爱丽丝童趣印花T恤 时光幻境狂想曲,28,398.00 ,159,"https://img.alicdn.com/imgextra/i1/12375520/O1CN018Z7cuf1qeCpzLVkwN_!!12375520.jpg
https://img.alicdn.com/bao/uploaded/i4/12375520/O1CN01S18ijn1qeCqAfaKno_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01oAkrJs1qeCq7onYCP_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01tiVwbL1qeCq76jhxV_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01aYiZA41qeCq3IP5O9_!!12375520.jpg",小虫,30-34周岁,S M L,棉,,通勤,简约,,,,插肩袖,,TE9QTX003,96%及以上,2019年秋季,短袖,,,常规款,直筒
https://item.taobao.com/item.htm?id=602625108431,小虫 有深度的咬鹃绿 虫LOGO圆领廓形套头羊毛针织卫衣女秋冬新款,13,598.00 ,159,"https://img.alicdn.com/imgextra/i3/12375520/O1CN01b0JJut1qeCqInAWko_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01eKCcu31qeCqLlWJuR_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01WOXhNr1qeCqMJMXQV_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01YO1Up41qeCqNFTv87_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01JjjzVk1qeCouMTQER_!!12375520.jpg",小虫,30-34周岁,S M L XL,,,通勤,简约,圆领,,咬鹃绿 现货,插肩袖,单件,TE9QMZ019,31%(含)-50%(含),2019年秋季,长袖,套头,常规,常规,宽松
https://item.taobao.com/item.htm?id=603199071813,RED虫 赫本小香风千鸟格奶奶衫 时髦精秋冬羊毛羊绒针织衫,17,899.00 ,156,"https://img.alicdn.com/imgextra/i2/12375520/O1CN01dFjc7S1qeCqJi1NH1_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01dbaP0V1qeCqJ2eB1J_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN012fMf3y1qeCqMoGJEa_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01ZWYCX41qeCqHsrQKH_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01Oz1ZTo1qeCpunag1w_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊毛,格子,通勤,简约,V领,单排扣,格子 现货,其他,,TE9QMZ194,51%(含)-70%(含),2019年秋季,长袖,开衫,常规,常规款,宽松
https://item.taobao.com/item.htm?id=601459896263,RED小虫  时髦CHIC修身青石蓝灰调GAO级显瘦老爹休闲显瘦牛仔裤,89,299.00 ,155,"https://img.alicdn.com/imgextra/i1/12375520/O1CN01MlX4jA1qeCqLCQ7oH_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01NYUCCW1qeCqLCPn1F_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01oLYfJF1qeCq4j9yzj_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01PRLG5O1qeCq3J78mK_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01UQ7Y951qeCq1NNKfD_!!12375520.jpg",小虫,30-34周岁,,,,,,,,浅蓝 现货,,,JE9QNZ001,81%(含)-90%(含),2019年秋季,,,常规,,
https://item.taobao.com/item.htm?id=593163970072,小虫 时髦凹造型 不规则层次感金属方扣百搭柔韧耐用皮带腰带女,2066,188.00 ,150,"//gd1.alicdn.com/imgextra/i2/12375520/O1CN01LQIZHz1qeCoCJiZ9D_!!12375520.jpg
//gd4.alicdn.com/imgextra/i4/12375520/O1CN014ruBLm1qeCoCJipiM_!!12375520.jpg
//gd2.alicdn.com/imgextra/i2/12375520/O1CN01pex1dU1qeCnbldHII_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01m1cHN11qeCnXdb6QH_!!12375520.jpg
//gd1.alicdn.com/imgextra/i1/12375520/O1CN01mS5Dxh1qeCnaMQw1j_!!12375520.jpg",小虫,,,,,,,,,驼色 S/M 驼色 L/XL 黑色 S/M 黑色 L/XL 驼色 L/XL 预售10月6日 黑色 L/XL 预售10月6日,,,TE9XA7003,,,,腰带,,,
https://item.taobao.com/item.htm?id=601461167319,小虫 毛衣伴侣薄如蝉翼真丝圆领针织衫百搭修身打底衫女秋季新款,205,368.00 ,149,"https://img.alicdn.com/bao/uploaded/i3/12375520/O1CN01Xr9qe41qeCpykBkXA_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01Zj5JTn1qeCpxFFRQv_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01aDNpY71qeCppeXVaW_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01mUkGPT1qeCpwvMzp2_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN012bjver1qeCo48EJOd_!!12375520.jpg",小虫,30-34周岁,S M L XL,蚕丝,纯色,通勤,简约,低圆领,套头,黑色 现货 裸色 现货,插肩袖,,TE9QMZ047,95%以上,2019年秋季,长袖,套头,常规,常规款,修身
https://item.taobao.com/item.htm?id=603199131590,RED虫 秋冬也要性感优雅 德国进口面料显瘦线条美学羊毛连衣裙,27,879.00 ,149,"https://img.alicdn.com/bao/uploaded/i2/12375520/O1CN01XvnKrK1qeCqJl9WVP_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01FCXfKk1qeCqHfwdLw_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01OahQwI1qeCqHqejpd_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01eZB2ef1qeCqJHucoR_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01o92xa11qeCq4q0tCH_!!12375520.jpg",小虫,30-34周岁,S M L XL,,纯色,通勤,复古,,套头,黑色 现货 勃垦地红 现货,其他,,TE9QLY050,95%以上,2019年秋季,无袖,其他/other,,,
https://item.taobao.com/item.htm?id=602366581717,小虫新澳羊毛16针细针四平高弹针织8分微喇裤显腿长女2019秋冬,13,458.00 ,148,"https://img.alicdn.com/imgextra/i2/12375520/O1CN015yn8am1qeCqCqAMKg_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01bsKfGf1qeCqB2CeQB_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01LKkVmZ1qeCqA4VKJU_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01g88Z2c1qeCqB2CRxn_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01F8NaCe1qeCqE6zsj8_!!12375520.jpg",小虫,30-34周岁,,,,通勤,复古,,,黑色 现货 杏色 现货 焦糖色 现货,,,TE9QKZ103,81%(含)-90%(含),2019年秋季,,,常规,,
https://item.taobao.com/item.htm?id=602117949750,小虫 小轻柔系列全成型无缝针织金银丝V领羊毛针织衫上衣女秋冬,33,448.00 ,146,"https://img.alicdn.com/imgextra/i3/12375520/O1CN01InarwA1qeCqADsTYI_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01mCDY4n1qeCq9UgoyH_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01boNWhC1qeCq9V8wd8_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01t2HLge1qeCq6JRaoa_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01FkeqFG1qeCq1gVBJS_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊毛,纯色,通勤,简约,V领,套头,卡其色 现货 大红色 现货,常规,,TD9QMZ006,81%(含)-90%(含),2019年秋季,长袖,套头,常规,常规款,修身
https://item.taobao.com/item.htm?id=602826371825,小虫意大利面料“白金貴族”高街减龄LI器手工做旧破洞直筒牛仔裤,23,368.00 ,142,"https://img.alicdn.com/imgextra/i4/12375520/O1CN01paVZZB1qeCqCQ40fB_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01RYlAz81qeCqDIHiTf_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01y0mfyL1qeCqBr2xQN_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01SjFj2g1qeCqAKWmdX_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01A5E0wa1qeCpowkuk8_!!12375520.jpg",小虫,30-34周岁,,,,,,,,牛仔蓝 现货,,,TE9QNZ068,96%及以上,2019年秋季,,直筒裤,常规,,
https://item.taobao.com/item.htm?id=600094253129,小虫 童心莫兰迪系列修身显瘦手工钩花领宫廷风针织衫秋季新款,255,468.00 ,141,"https://img.alicdn.com/bao/uploaded/i4/12375520/O1CN01MATZpt1qeCpvcm688_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01q4S9ty1qeCq0QzpG4_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN017Kbb2t1qeCpkE2FyH_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01ggcXlu1qeCpk86gZs_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN012BzHZW1qeCpgyzXCQ_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊毛,,通勤,复古,娃娃领,套头,灰松绿 现货 棕茶 预售10月7日,常规,,TE9QMZ168,81%(含)-90%(含),2019年秋季,五分袖,套头,常规,常规款,修身
https://item.taobao.com/item.htm?id=600556597407,RED虫 日本Burbe*ry面料 初秋简约薄款风衣绑带休闲气质外套,267,1199.00 ,141,"https://img.alicdn.com/bao/uploaded/i2/12375520/O1CN01BxybOX1qeCq1R6x3u_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN019r1AM81qeCq1ecehy_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01tDynXI1qeCq1ZbZHF_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01WF2cyR1qeCpzNU9Kj_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01GRoQsT1qeCpZzuW8q_!!12375520.jpg",小虫,30-34周岁,S M L XL,,纯色,街头,,,单排扣,摩卡棕 现货 摩卡棕 预售11月19日,其他,单件,TE9CDW007,96%及以上,2019年秋季,长袖,,常规,短款,宽松
https://item.taobao.com/item.htm?id=601758200824,小虫入秋一杯抹茶奶绿温润整季度日本强燃超弹纱线修身烟管裤现货,25,358.00 ,141,"https://img.alicdn.com/bao/uploaded/i1/12375520/O1CN01g2yAlI1qeCq78WisL_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01Flh7H31qeCqCHXi3D_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01s9a4JT1qeCq4iDGHN_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN0111llzx1qeCq9Ig4Hn_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01pPKGSq1qeCq7A6Cyc_!!12375520.jpg",小虫,30-34周岁,,,,通勤,简约,,,抹茶绿 现货,,,TE9QKZ125,96%及以上,2019年秋季,,,常规,,
https://item.taobao.com/item.htm?id=602401395215,小虫 小爆暖系列CHAO轻顶JI白鹅绒过膝长款羽绒服女2019秋冬新款,22,1288.00 ,140,"https://img.alicdn.com/bao/uploaded/i3/12375520/O1CN01gbqocl1qeCq79KDp2_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01pfz1Tj1qeCq4OFdxX_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01l2jRNk1qeCq6reNw2_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01XtEAoF1qeCpzoyHWW_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN013LQeKv1qeCq4ujC0o_!!12375520.jpg",小虫,30-34周岁,S M L XL,,其他,通勤,简约,高领,拉链,灰蓝色 现货 灰粉 现货,插肩袖,,TE9DYR003,,2019年秋季,长袖,,常规,中长款,直筒
https://item.taobao.com/item.htm?id=595997325231,小虫 意大利VIBRAM鞋底 反绒牛皮拼接网纱舒适透气老爹运动鞋女,427,549.00 ,138,"//gd2.alicdn.com/imgextra/i4/12375520/O1CN01n04ZCl1qeCorqs7FE_!!12375520.jpg
//gd4.alicdn.com/imgextra/i4/12375520/O1CN01BqzE341qeCosBob7X_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01W5B95r1qeCoshr7BX_!!12375520.jpg
//gd4.alicdn.com/imgextra/i4/12375520/O1CN01ymyXWN1qeCoo7wESX_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01ywmv8Q1qeCotZafNW_!!12375520.jpg",小虫,,35 36 37 38 39,,,通勤,,,,珊瑚红 花呢格纹 白玉米,,,JC9XX1001 TE9XXX010,,2019年夏季,,单鞋,,,
https://item.taobao.com/item.htm?id=597772599102,小虫美利奴羊毛修身百搭V领吊带背心内搭上衣外穿女春夏,768,178.00 ,137,"https://img.alicdn.com/imgextra/i2/12375520/O1CN01oPzuue1qeCp6wikiP_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01X4Kecu1qeCp73rNoF_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01GA0GRr1qeCp6KjgVL_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01wT0Jzt1qeCp45SuTq_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01C3xHoA1qeCp5ZwXUI_!!12375520.jpg",小虫,30-34周岁,S M L XL,,纯色,通勤,,,,浅裸杏 现货 皇家蓝 现货 星空黑 现货 雏菊黄 现货 奶油满天星 现货,,,TE9XDD026,96%及以上,2019年夏季,,吊带,,常规,修身
https://item.taobao.com/item.htm?id=601770680083,小虫 JI致S型线条！复古两色印花高腰包臀过膝鱼尾裙2019秋冬新款,23,448.00 ,136,"https://img.alicdn.com/bao/uploaded/i1/12375520/O1CN01OSGO2U1qeCqAAzsTT_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01VrQG6O1qeCq5tVWyO_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01UxmiWW1qeCq7tIxWc_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN014YNrhl1qeCqB2v4sU_!!12375520.png
https://img.alicdn.com/imgextra/i4/12375520/O1CN01weGw0Z1qeCq5juRwf_!!12375520.jpg",小虫,30-34周岁,S M L XL,,豹纹,复古,,,,豹纹 现货 紫罗兰 现货,,,TE9QBQ080,95%以上,2019年秋季,,,,,
https://item.taobao.com/item.htm?id=602410839492,小虫 甜初恋风木耳边双排扣短款重磅双面呢手工羊绒大衣秋冬现货,42,1188.00 ,135,"https://img.alicdn.com/bao/uploaded/i1/12375520/O1CN01N59jNa1qeCqAHoAMh_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01ir65KT1qeCqB431LC_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01Cy8Mst1qeCqC2tAvE_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01tRqo031qeCq189gHB_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN016YPexy1qeCqAmFbPA_!!12375520.jpg",小虫,30-34周岁,S M L XL,,纯色,通勤,简约,西装领,双排扣,粉色 现货 米白  现货 火红色  现货,常规,,TE9QMN017,,2019年秋季,长袖,,,常规,直筒
https://item.taobao.com/item.htm?id=600393265547,小虫x意大利设计师弗洛伦萨之秋新西兰帚尾袋貂绒绣花烟囱领毛衣,133,598.00 ,133,"https://img.alicdn.com/bao/uploaded/i2/12375520/O1CN01fwJQSG1qeCpyNdZ1Z_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN014Dgs4M1qeCpymsyhi_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN015vBhCH1qeCpznC6o2_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01AnEC7e1qeCpvukGcW_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01vFT2B81qeCpyV2Ppw_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊毛,纯色,通勤,简约,半高圆领,套头,玫红 现货 驼色 现货 黄色 预售10月30日 绿色 预售11月5日 黄色 预售11月5日,其他,,TE9QMZ272,51%(含)-70%(含),2019年秋季,长袖,套头,常规,常规款,宽松
https://item.taobao.com/item.htm?id=600622645902,RED虫 老爹萝卜裤女薄款坠感高腰显瘦时尚紧身佰搭牛仔裤2019,166,399.00 ,133,"https://img.alicdn.com/imgextra/i1/12375520/O1CN01NnGxP91qeCppOvqRo_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01l57Drc1qeCpu933lU_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01DT88eT1qeCprZLvY9_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01Cofhh11qeCprm2ja8_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01O9qUNb1qeCps5FegH_!!12375520.jpg",小虫,30-34周岁,,,,,,,,黑色 现货,,,JC9XNZ004,96%及以上,2019年秋季,,,常规,,
https://item.taobao.com/item.htm?id=600948587367,RED虫意大利baby羊仔毛INS超火BOYLISH宽松麻花套头毛衣女2019秋,260,599.00 ,133,"https://img.alicdn.com/imgextra/i4/12375520/O1CN0196RUPE1qeCprZ3av6_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN0184PIFd1qeCptuvA2i_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN0102rRoV1qeCprLQAke_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01XyhoBu1qeCptuvECr_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01du1mN51qeComkt1kM_!!12375520.jpg",小虫,30-34周岁,S M L,羊毛,纯色,通勤,简约,V领,套头,奶油柔瑰粉 现货 嘉年华红 现货,其他,,TE9QMZ036,95%以上,2019年秋季,无袖,套头,常规,短款,宽松
https://item.taobao.com/item.htm?id=603251435336,小虫 DU家高定羊绒纱 轻盈软糯一字领宽松套头开叉针织衫毛衣秋冬,16,528.00 ,130,"https://img.alicdn.com/imgextra/i2/12375520/O1CN01QW20K01qeCqK7LnB5_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01CGsawZ1qeCqLaGjyV_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01RhQUHL1qeCqK7KaLZ_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01n91pSx1qeCqL4EZEg_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN018zJJAS1qeCqHt8sdS_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊绒,纯色,通勤,简约,低圆领,套头,燕麦色 现货,其他,单件,TE9QMZ264,95%以上,2019年秋季,长袖,套头,常规,常规款,宽松
https://item.taobao.com/item.htm?id=553104220738,小虫立领白色衬衫女士2019新款夏季休闲百搭V领宽松上衣短袖,2000,365.00 ,129,"//gd3.alicdn.com/imgextra/i1/12375520/TB2dqkfixuaVKJjSZFjXXcjmpXa_!!12375520.jpg
//gd2.alicdn.com/imgextra/i2/12375520/TB2O6PEhZjI8KJjSsppXXXbyVXa_!!12375520.jpg
//gd4.alicdn.com/imgextra/i4/12375520/TB2OPhPmbsTMeJjSszdXXcEupXa_!!12375520.jpg
//gd4.alicdn.com/imgextra/i4/12375520/TB2VkpPxYBmpuFjSZFuXXaG_XXa_!!12375520.jpg
//gd2.alicdn.com/imgextra/i2/12375520/TB2yAHKXhHfFuJjSspfXXcaRVXa_!!12375520.jpg
//gd2.alicdn.com/imgextra/i2/12375520/O1CN01ftGO3N1qeCqWZprjk_!!0-item_pic.jpg",小虫,30-34周岁,XS S M L XL,,纯色,通勤,OL风格,,其他,白色现货,其他,,TE7XCS167,96%及以上,2017年夏季,九分袖,,,中长款,直筒
https://item.taobao.com/item.htm?id=602012913658,小虫 法式慵懒复古小波点全羊绒短袖针织衫内搭打底衫女秋季新款,20,528.00 ,129,"https://img.alicdn.com/imgextra/i2/12375520/O1CN01sRmXJR1qeCq7cFCcE_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN017hah1d1qeCq6upe0X_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01koqnrI1qeCq6urabJ_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01Vkc3sl1qeCq7cGPQb_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01or0z0e1qeCq1iAXJ4_!!12375520.jpg",小虫,30-34周岁,S M L,羊绒,波点,通勤,简约,低圆领,套头,杏色 现货 杏色 预售10月15日 灰蓝色 预售10月15日,插肩袖,单件,TE9DMZ049,95%以上,2019年秋季,短袖,套头,常规,常规款,直筒
https://item.taobao.com/item.htm?id=600093857460,小虫澳大利亚純羊毛精纺毛织A摆及膝半裙女建议三色全入2019早秋,210,498.00 ,127,"https://img.alicdn.com/imgextra/i1/12375520/O1CN01M15tpC1qeCpnIEh7g_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01ubkTvJ1qeCpnANAAh_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01x8kt761qeCpnIEMLP_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01zd3Bpv1qeCplz72RF_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01M5SNxC1qeCp1RE268_!!12375520.jpg",小虫,30-34周岁,S M L XL,,纯色,通勤,简约,,,熔岩红 现货 森林绿 现货 牛油果绿 预售9月30日 熔岩红 预售10月10日 森林绿 预售10月10日,,,TE9QBQ062,95%以上,2019年秋季,,,,,
https://item.taobao.com/item.htm?id=603077434925,小虫髙性价比粉嫩千鸟格粗花呢小香风大哥廓西中长款腰带西装外套,0,1288.00 ,127,"https://img.alicdn.com/imgextra/i1/12375520/O1CN01ZlFD461qeCqN0rR2U_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01nVnfyz1qeCqFjb2zX_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN010IIWqQ1qeCqKCC5ro_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01E9aHkU1qeCqI1JPaE_!!12375520.jpg
https://img.alicdn.com/imgextra/i1/12375520/O1CN01jRqKaR1qeCq330etq_!!12375520.jpg",小虫,30-34周岁,S M L XL,,格子,通勤,,其他,单排扣,粉格 预售10月8日,常规,,TE9QDW007,51%(含)-70%(含),2019年秋季,长袖,,常规,常规,直筒
https://item.taobao.com/item.htm?id=602548132729,RED虫 奶油满天星秋冬璀璨 包裹在云朵中的幸福感羊绒针织衫,15,599.00 ,126,"https://img.alicdn.com/imgextra/i3/12375520/O1CN01WeSzLO1qeCqJlFihg_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01Yw9PQe1qeCqHrsCJa_!!12375520.jpg
https://img.alicdn.com/imgextra/i2/12375520/O1CN01nkFN7G1qeCqAVw6U3_!!12375520.jpg
https://img.alicdn.com/imgextra/i4/12375520/O1CN01yj3Sy71qeCqI9t6WV_!!12375520.jpg
https://img.alicdn.com/imgextra/i3/12375520/O1CN01ag5GY71qeCpmEavuN_!!12375520.jpg",小虫,30-34周岁,S M L XL,羊绒,纯色,通勤,简约,V领,套头,奶油满天星 现货,常规,,TE9QMZ108,95%以上,2019年秋季,长袖,套头,常规,常规款,直筒
https://item.taobao.com/item.htm?id=570461272417,小虫 百搭凹造型时髦时尚ins风牛皮简约百搭细腰带女士2019新款,982,99.00 ,120,"//gd2.alicdn.com/imgextra/i4/12375520/O1CN01Hp4Idf1qeCpykSvB7_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01CYAhx01qeCpykdG4w_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/O1CN01Uq0Khk1qeCpQHYmYO_!!12375520.jpg
//gd1.alicdn.com/imgextra/i1/12375520/TB2mgG3xgmTBuNjy1XbXXaMrVXa_!!12375520.jpg
//gd3.alicdn.com/imgextra/i3/12375520/TB26R2GxeuSBuNjSsziXXbq8pXa_!!12375520.jpg",小虫,,,,,百搭,,,,奶茶色 L/XL 现货 红色 S/M  现货 红色 L/XLL 现货 驼色 S/M 现货 驼色 L/XL  现货 白色 S/M 预售10月31日 白色 L/XL 预售10月31日 黑色 S/M 预售10月31日 黑色 L/XL 预售10月31日 奶茶色 S/M 预售10月31日 奶茶色 L/XL 预售10月31日,,,TE8XA7004,,,,腰带,,,
